  TimeWindow  TotalIterations  Iterations  Convergence
     1       4       4       1
     2       8       4       1
     3      12       4       1
     4      16       4       1
     5      20       4       1
     6      24       4       1
     7      28       4       1
     8      32       4       1
     9      36       4       1
    10      40       4       1
    11      44       4       1
    12      48       4       1
    13      52       4       1
    14      56       4       1
    15      60       4       1
    16      64       4       1
    17      68       4       1
    18      72       4       1
    19      76       4       1
    20      80       4       1
    21      84       4       1
    22      88       4       1
    23      92       4       1
    24      96       4       1
    25     100       4       1
    26     104       4       1
    27     108       4       1
    28     112       4       1
    29     116       4       1
    30     120       4       1
    31     124       4       1
    32     128       4       1
    33     132       4       1
    34     136       4       1
    35     140       4       1
    36     144       4       1
    37     148       4       1
    38     152       4       1
    39     156       4       1
    40     160       4       1
    41     164       4       1
    42     168       4       1
    43     172       4       1
    44     176       4       1
    45     180       4       1
    46     184       4       1
    47     188       4       1
    48     192       4       1
    49     196       4       1
    50     200       4       1
